no;nama;kbli;latitude;longitude;alamat;prov_nama;prov_id;kako_nama;kako_id;kategori_kbli;kategori_nama;golongan_kbli;golongan_nama
422;PR Aam Amaliyah;10792;-6,3030252;106,8231394;JL. MELATI I NO.54 RT.08 RW.07 Kelurahan: Ragunan Kecamatan: Pasar Minggu Kab/Kota: Kota Adm. Jakarta Selatan, Ragunan, Pasar Minggu, Kota Jakarta Selatan, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA SELATAN;3171;C;Industri Pengolahan;10;Industri Makanan
423;PR Adeirianti;10792;-6,3018203;106,907721;JL.WIBISANA RAYA NO.27, Bambu Apus, Cipayung, Kota Jakarta Timur, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA TIMUR;3172;C;Industri Pengolahan;10;Industri Makanan
424;PR Abdul Ghofur;10792;-7,0470263;110,6064632;Tegowanu Kulon RT 008 RW 001, Tegowanukulon, Tegowanu, Kabupaten Grobogan, Jawa Tengah;JAWA TENGAH;33;KABUPATEN GROBOGAN;3315;C;Industri Pengolahan;10;Industri Makanan
425;PR Ade Erma Lestari;10792;-8,5308622;117,4292083;DUSUN GANINGGARA,, Jorok, Unter Iwes, Kabupaten Sumbawa, Nusa Tenggara Barat;NUSA TENGGARA BARAT;52;KABUPATEN SUMBAWA;5204;C;Industri Pengolahan;10;Industri Makanan
426;PR Ahmad Husni Tamrin;10792;-8,3659665;116,141544;JLN. RAYA PRAWIRA, SOKONG TANJUNG, Sokong, Tanjung, Kabupaten Lombok Utara, Nusa Tenggara Barat;NUSA TENGGARA BARAT;52;KABUPATEN LOMBOK UTARA;5208;C;Industri Pengolahan;10;Industri Makanan
427;BUL Antique Kitchen;10792;-10,1465493;123,6276613;Jl. Bunga Jati, Oesapa Barat, Kelapa Lima, Kota Kupang, Nusa Tenggara Timur;NUSA TENGGARA TIMUR;53;KOTA KUPANG;5371;C;Industri Pengolahan;10;Industri Makanan
428;PR Ade Adrian Harie Saputra;10792;-0,3437945;111,7508973;Jalan Juang KM. 01, Paal, Nanga Pinoh, Kabupaten Melawi, Kalimantan Barat;KALIMANTAN BARAT;61;KABUPATEN MELAWI;6110;C;Industri Pengolahan;10;Industri Makanan
429;PR Ade Irmawati;10792;-0,3503609;111,7405988;Jl. Ulil Albab, Kenual, Nanga Pinoh, Kabupaten Melawi, Kalimantan Barat;KALIMANTAN BARAT;61;KABUPATEN MELAWI;6110;C;Industri Pengolahan;10;Industri Makanan
430;PR Ainurrahman;10792;-0,3418991;111,7453894;Jalan Juang KM. 02, Paal, Nanga Pinoh, Kabupaten Melawi, Kalimantan Barat;KALIMANTAN BARAT;61;KABUPATEN MELAWI;6110;C;Industri Pengolahan;10;Industri Makanan
431;PR Anindya Widoasti;10792;-2,2869953;113,9186865;RTA Milono KM 9, Kereng Bangkirai, Sabangau, Kota Palangka Raya, Kalimantan Tengah;KALIMANTAN TENGAH;62;KOTA PALANGKA RAYA;6271;C;Industri Pengolahan;10;Industri Makanan
432;PR Adhe Novi Dianita;10792;2,8356464;117,3484265;JL. GANG BAKTI, Karang Anyar, Tanjung Palas, Kabupaten Bulungan, Kalimantan Utara;KALIMANTAN UTARA;65;KABUPATEN BULUNGAN;6502;C;Industri Pengolahan;10;Industri Makanan
433;PR AHAN NGAU;10792;2,8482273;117,377727;Jl. Jambu, RT. 091, Tanjung Selor Hilir, Tanjung Selor, Kabupaten Bulungan, Kalimantan Utara;KALIMANTAN UTARA;65;KABUPATEN BULUNGAN;6502;C;Industri Pengolahan;10;Industri Makanan
434;PR Aida Rushidayach;10792;2,7413449;117,4203974;Jelarai Selor, Jelarai Selor, Tanjung Selor, Kabupaten Bulungan, Kalimantan Utara;KALIMANTAN UTARA;65;KABUPATEN BULUNGAN;6502;C;Industri Pengolahan;10;Industri Makanan
435;PR Albertin Sumbu;10792;2,731033;117,1147095;Long Beluah, Long Beluah, Tanjung Palas Barat, Kabupaten Bulungan, Kalimantan Utara;KALIMANTAN UTARA;65;KABUPATEN BULUNGAN;6502;C;Industri Pengolahan;10;Industri Makanan
436;PR Anita Rumbayan;10792;1,3914912;125,0883625;Lingkungan II, Tanjung Merah, Matuari, Kota Bitung, Sulawesi Utara;SULAWESI UTARA;71;KOTA BITUNG;7172;C;Industri Pengolahan;10;Industri Makanan
437;PR Aviva Sri Rejeki Mokodongan;10792;0,7529966;124,3129905;Genggulang, Genggulang, Kotamobagu Utara, Kota Kotamobagu, Sulawesi Utara;SULAWESI UTARA;71;KOTA KOTAMOBAGU;7174;C;Industri Pengolahan;10;Industri Makanan
438;PR Anita;10792;-4,872298;121,934303;LEMO, Lemo, Poleang Tenggara, Kabupaten Bombana, Sulawesi Tenggara;SULAWESI TENGGARA;74;KABUPATEN BOMBANA;7406;C;Industri Pengolahan;10;Industri Makanan
439;PR Andi Fachri Ramadhan;10792;-3,966874;122,5283566;JL. BUNGA SEROJA, Lahundape, Kendari Barat, Kota Kendari, Sulawesi Tenggara;SULAWESI TENGGARA;74;KOTA KENDARI;7471;C;Industri Pengolahan;10;Industri Makanan
440;PR Abdul Muin Badu;10792;-3,5453692;118,9907046;lingk.Tamo, Baurung, Banggae Timur, Kabupaten Majene, Sulawesi Barat;SULAWESI BARAT;76;KABUPATEN MAJENE;7601;C;Industri Pengolahan;10;Industri Makanan
441;PR Adel Cake;10792;-3,4080113;118,8888064;Lingk. Mosso, Mosso Dhua, Sendana, Kabupaten Majene, Sulawesi Barat;SULAWESI BARAT;76;KABUPATEN MAJENE;7601;C;Industri Pengolahan;10;Industri Makanan
442;PR A. Rina Jaya Iskandar;10792;-2,6884926;118,875624;JL. ABD. SYAKUR, Karema, Mamuju, Kabupaten Mamuju, Sulawesi Barat;SULAWESI BARAT;76;KABUPATEN MAMUJU;7604;C;Industri Pengolahan;10;Industri Makanan
443;PR Abdul Basri Malawat;10792;-3,5144713;128,3427186;LENGKONG LIANG, Liang, Salahutu, Kabupaten Maluku Tengah, Maluku;MALUKU;81;KABUPATEN MALUKU TENGAH;8103;C;Industri Pengolahan;10;Industri Makanan
444;PR Djumaiya Djabir;10792;0,6793672;127,4387894;kelurahan Indonesiana, Indonesiana, Tidore, Kota Tidore Kepulauan, Maluku Utara;MALUKU UTARA;82;KOTA TIDORE KEPULAUAN;8272;C;Industri Pengolahan;10;Industri Makanan
445;PR Erna Karim;10792;0,6793672;127,4387894;LINGKUNGAN I TUGUHEKA, INDONESIANA, Indonesiana, Tidore, Kota Tidore Kepulauan, Maluku Utara;MALUKU UTARA;82;KOTA TIDORE KEPULAUAN;8272;C;Industri Pengolahan;10;Industri Makanan
446;PR Ayang Hanuvita Rizque;10792;-0,9049363;133,8816482;jalur 06 n0 246, Desay, Prafi, Kabupaten Manokwari, Papua Barat;PAPUA BARAT;91;KABUPATEN MANOKWARI;9105;C;Industri Pengolahan;10;Industri Makanan
447;PR Irianti Tumaang;10792;-2,5735894;140,5280467;Gang Swadaya Hawai Sentani, Sentani Kota, Sentani, Kabupaten Jayapura, Papua;PAPUA;94;KABUPATEN JAYAPURA;9403;C;Industri Pengolahan;10;Industri Makanan
448;PR Nova Fiki Sandi;10792;-3,3831103;135,5087502;Jalan sjnak atas, Girimulyo, Nabire, Kabupaten Nabire, Papua Tengah;PAPUA TENGAH;96;KABUPATEN NABIRE;9604;C;Industri Pengolahan;10;Industri Makanan
449;PR 2 Putri Ibu Susi;10793;-0,3806509;100,0821984;"Simpang Tigo Aur Malintang, III Koto Aur Malintang
Selatan, IV Koto Aur Malintang, Kabupaten Padang Pariaman, Sumatera Barat";SUMATERA BARAT;13;KABUPATEN PADANG PARIAMAN;1306;C;Industri Pengolahan;10;Industri Makanan
450;PR 5 Saudara;10793;-0,3913923;100,0509728;KAMPUANG TANGAH BALAI BAIK, Balai Baiak Malai III Koto, IV Koto Aur Malintang, Kabupaten Padang Pariaman, Sumatera Barat;SUMATERA BARAT;13;KABUPATEN PADANG PARIAMAN;1306;C;Industri Pengolahan;10;Industri Makanan
451;PR Agus Triyono;10793;1,0327002;104,0024877;Perumahan buana impian 2, blok hope B36, Tembesi, Sagulung, Kota Batam, Kepulauan Riau;KEPULAUAN RIAU;21;KOTA BATAM;2171;C;Industri Pengolahan;10;Industri Makanan
452;PR  Oke Semar Gambang;10793;-7,8062499;112,7241509;Desa Parerejo, Parerejo, Purwodadi, Kabupaten Pasuruan, Jawa Timur;JAWA TIMUR;35;KABUPATEN PASURUAN;3514;C;Industri Pengolahan;10;Industri Makanan
453;PR ABD ROHIM;10793;-6,9124334;113,2483779;DUSUN TAMBAK, Paopale Daya, Ketapang, Kabupaten Sampang, Jawa Timur;JAWA TIMUR;35;KABUPATEN SAMPANG;3527;C;Industri Pengolahan;10;Industri Makanan
454;PR Adi Ningrat;10793;-8,5414814;118,4350761;Lingkungan Balibunga, Kandai II, Woja, Kabupaten Dompu, Nusa Tenggara Barat;NUSA TENGGARA BARAT;52;KABUPATEN DOMPU;5205;C;Industri Pengolahan;10;Industri Makanan
455;PR Adrianus  Carli Nantu;10793;-8,4925531;119,8773157;Jln. Pius Papu, Gang Sakura, Wae Mata, RT 011/RW 005, Gorontalo, Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Timur;NUSA TENGGARA TIMUR;53;KABUPATEN MANGGARAI BARAT;5315;C;Industri Pengolahan;10;Industri Makanan
456;PR Aminah Laa;10793;-8,4925531;119,8773157;Wae Mata, Gorontalo, Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Timur;NUSA TENGGARA TIMUR;53;KABUPATEN MANGGARAI BARAT;5315;C;Industri Pengolahan;10;Industri Makanan
457;PR Asmiriyani Mane;10793;0,8958497;124,0935443;Jln trans sulaweai, Molibagu, Bolaang Uki, Kabupaten Bolaang Mongondow Se, Sulawesi Utara;SULAWESI UTARA;71;KABUPATEN BOLAANG MONGONDOW;7101;C;Industri Pengolahan;10;Industri Makanan
458;PR Adelheid Meike Dungus;10793;1,4719946;124,9313665;"Jaga III, Kolongan
Tetempangan, Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara";SULAWESI UTARA;71;KABUPATEN MINAHASA UTARA;7106;C;Industri Pengolahan;10;Industri Makanan
459;PR A. Muzkirah;10793;-5,1837195;120,1384556;Dusun Bongki, Bongki Lengkese, Sinjai Timur, Kabupaten Sinjai, Sulawesi Selatan;SULAWESI SELATAN;73;KABUPATEN SINJAI;7307;C;Industri Pengolahan;10;Industri Makanan
460;PR Agus Sriwianto;10793;-4,8537164;122,7194312;Jln. Sultan Syahrir. Kel. Palangga. Kec. Duruka. Kab. Muna, Palangga, Duruka, Kabupaten Muna, Sulawesi Tenggara;SULAWESI TENGGARA;74;KABUPATEN MUNA;7402;C;Industri Pengolahan;10;Industri Makanan
461;PR Al Faeyza;10793;-4,8293318;122,7167786;jl. banteng, Raha III, Katobu, Kabupaten Muna, Sulawesi Tenggara;SULAWESI TENGGARA;74;KABUPATEN MUNA;7402;C;Industri Pengolahan;10;Industri Makanan
462;PR Anima Pakaya;10793;0,5908866;123,0315813;Jala Kasim Panigoro, Pantungo, Telaga Biru, Kabupaten Gorontalo, Gorontalo;GORONTALO;75;KABUPATEN GORONTALO;7502;C;Industri Pengolahan;10;Industri Makanan
463;PR Arifin Lahibi;10793;0,5350939;123,1369969;Desa Boludawa, Boludawa, Suwawa, Kabupaten Bone Bolango, Gorontalo;GORONTALO;75;KABUPATEN BONE BOLANGO;7504;C;Industri Pengolahan;10;Industri Makanan
464;PR Darmina Samijan;10793;2,0239942;128,2889004;Pandanga, Pandanga, Morotai Selatan, Kabupaten Pulau Morotai, Maluku Utara;MALUKU UTARA;82;KABUPATEN PULAU MOROTAI;8207;C;Industri Pengolahan;10;Industri Makanan
465;PR Aisa;10793;0,6236725;127,4148816;Gurabati, Desa/ Kelurahan Gurabati, Gurabati, Tidore Selatan, Kota Tidore Kepulauan, Maluku Utara;MALUKU UTARA;82;KOTA TIDORE KEPULAUAN;8272;C;Industri Pengolahan;10;Industri Makanan
466;PR Febrianti Lestaluhu;10793;0,6861758;127,4548728;Jln. Kemakmuran RT.001 RW.001, Goto, Tidore, Kota Tidore Kepulauan, Maluku Utara;MALUKU UTARA;82;KOTA TIDORE KEPULAUAN;8272;C;Industri Pengolahan;10;Industri Makanan
467;PR Ajrori;10794;4,1661916;96,1190636;Jl. Imam Bonjol, Suak Raya, Johan Pahwalan, Kabupaten Aceh Barat, Nangroe Aceh Darussalam;ACEH;11;KABUPATEN ACEH BARAT;1107;C;Industri Pengolahan;10;Industri Makanan
468;PR Anisah;10794;5,566262;95,3601422;Jln lamnyong lr T harun no 25, Meunasah  Papeun, Krueng Barona Jaya, Kabupaten Aceh Besar, Nangroe Aceh Darussalam;ACEH;11;KABUPATEN ACEH BESAR;1108;C;Industri Pengolahan;10;Industri Makanan
469;PR Abdul Gani M Juned;10794;4,6750532;96,83376;Mutiara Baru, Mutiara Baru, Bukit, Kabupaten Bener Meriah, Nangroe Aceh Darussalam;ACEH;11;KABUPATEN BENER MERIAH;1117;C;Industri Pengolahan;10;Industri Makanan
470;PR Arfita;10794;5,1902748;97,1372838;Jln. Petuah Rumoh Rayeuk no. 30B, Tumpok Teungoh, Banda Sakti, Kota Lhokseumawe, Nangroe Aceh Darussalam;ACEH;11;KOTA LHOKSEUMAWE;1174;C;Industri Pengolahan;10;Industri Makanan
471;PR Arfisah Sp;10794;2,6179275;98,0192471;DUSUN SILAK, Penanggalan Barat, Penanggalan, Kota Subulussalam, Nangroe Aceh Darussalam;ACEH;11;KOTA SUBULUSSALAM;1175;C;Industri Pengolahan;10;Industri Makanan
472;PR Ade Aisyah;10794;0,8725065;99,5610893;KAMPUNG PADANG, Kampung Padang, Panyabungan, Kabupaten Mandailing Natal, Sumatera Utara;SUMATERA UTARA;12;KABUPATEN MANDAILING NATAL;1202;C;Industri Pengolahan;10;Industri Makanan
473;PR Afni Mardiah;10794;1,1893595;99,2203687;Pasar Lama, Pasar Lama, Batang Angkola, Kabupaten Tapanuli Selatan, Sumatera Utara;SUMATERA UTARA;12;KABUPATEN TAPANULI SELATAN;1203;C;Industri Pengolahan;10;Industri Makanan
474;PR Ade Susanto;10794;3,9925196;98,2158297;Dusun I Sei Tualang, Sei Tualang, Berandan Barat, Kabupaten Langkat, Sumatera Utara;SUMATERA UTARA;12;KABUPATEN LANGKAT;1213;C;Industri Pengolahan;10;Industri Makanan
475;PR Abbas Nasution;10794;1,5639757;99,6202166;SIBAGASI, Sibagasi, Padang Bolak, Kabupaten Padang Lawas Utara, Sumatera Utara;SUMATERA UTARA;12;KABUPATEN PADANG LAWAS UTARA;1220;C;Industri Pengolahan;10;Industri Makanan
476;PR Achrina;10794;3,5830171;98,7065286;Jl. Rawa Gg. Danau Poso No.1, Tegal S Mandala I, Medan Denai, Kota Medan, Sumatera Utara;SUMATERA UTARA;12;KOTA MEDAN;1275;C;Industri Pengolahan;10;Industri Makanan
477;PR ADRI FIZA;10794;-0,8953198;100,7195201;Jorong Batu Karak, Dilam, Bukit Sundi, Kabupaten Solok, Sumatera Barat;SUMATERA BARAT;13;KABUPATEN SOLOK;1303;C;Industri Pengolahan;10;Industri Makanan
478;PR Afniar Yunita;10794;-0,8758772;100,6928804;Perhentian bendi, Muaro Paneh, Bukit Sundi, Kabupaten Solok, Sumatera Barat;SUMATERA BARAT;13;KABUPATEN SOLOK;1303;C;Industri Pengolahan;10;Industri Makanan
479;PR Adella Dwi Sintia;10794;-0,971599;101,5361726;Jorong Koto Gadang, Sungai Dareh, Pulau Punjung, Kabupaten Dharmas Raya, Sumatera Barat;SUMATERA BARAT;13;KABUPATEN DHARMASRAYA;1311;C;Industri Pengolahan;10;Industri Makanan
480;PR Afrianto;10794;1,0125157;100,5408622;Kampung Baru Pekan Tebih, Pekan Tebih, Kepenuhan Hulu, Kabupaten Rokan Hulu, Riau;RIAU;14;KABUPATEN ROKAN HULU;1407;C;Industri Pengolahan;10;Industri Makanan
481;PR Al Amin;10794;-1,9631212;101,3466515;Siulak Panjang, Siulak Panjang, Siulak, Kabupaten Kerinci, Jambi;JAMBI;15;KABUPATEN KERINCI;1501;C;Industri Pengolahan;10;Industri Makanan
482;PR Ahmad Supriadi;10794;-2,045141;102,0318456;Durian Batakuk, Durian Batakuk, Renah Pembarap, Kabupaten Merangin, Jambi;JAMBI;15;KABUPATEN MERANGIN;1502;C;Industri Pengolahan;10;Industri Makanan
483;PR Afridawati;10794;-2,3166834;102,7312935;Tanjung Rambai RT. 003, Gunungkembang, Sarolangun, Kabupaten Sarolangun, Jambi;JAMBI;15;KABUPATEN SAROLANGUN;1503;C;Industri Pengolahan;10;Industri Makanan
484;PR Abdur Rahman;10794;-1,7349377;103,3477415;"DESA	BATIN,	Desa/Kelurahan	Batin,	Kec.	Bajubang,	Kab.	Batanghari, Batin, Bajubang, Kabupaten Batanghari, Jambi";JAMBI;15;KABUPATEN BATANG HARI;1504;C;Industri Pengolahan;10;Industri Makanan
485;PR Afkaa;10794;-1,0233937;103,8042382;JL. NELAYAN RT.09 RW.03, Tanjungsolok, Kuala Jambi, Kabupaten Tanjung Jabung Timur, Jambi;JAMBI;15;KABUPATEN TANJUNG JABUNG TIMUR;1506;C;Industri Pengolahan;10;Industri Makanan
486;PR Ade Nila Kandi;10794;-1,6339029;103,6208281;JL.HM.ADAM MALIK RT.40 RW.01, Thehok, Jambi Selatan, Kota Jambi, Jambi;JAMBI;15;KOTA JAMBI;1571;C;Industri Pengolahan;10;Industri Makanan
487;PR Ade Wahyuni;10794;-1,5684526;103,6247586;Jl. KH.A. MAJID, Tahtul Yaman, Pelayangan, Kota Jambi, Jambi;JAMBI;15;KOTA JAMBI;1571;C;Industri Pengolahan;10;Industri Makanan
488;PR Ahmad Darmadi;10794;50,208237;6,4197005;Prum Kopi Jaya 3 blok.A Rt.05 No.01/02, Lingkar Selatan, Paal Merah, Kota Jambi, Jambi;JAMBI;15;KOTA JAMBI;1571;C;Industri Pengolahan;10;Industri Makanan
489;PR Atol;10794;-4,5516652;103,0688239;desa suka jaya kecamatan kedurang ilir, Suka Jaya, Kedurang Ilir, Kabupaten Bengkulu Selatan, Bengkulu;BENGKULU;17;KABUPATEN BENGKULU SELATAN;1701;C;Industri Pengolahan;10;Industri Makanan
490;PR Azkiya Sale Pisang;10794;-4,5505248;103,0696888;Jalan Lintas Barat, Suka Jaya, Kedurang Ilir, Kabupaten Bengkulu Selatan, Bengkulu;BENGKULU;17;KABUPATEN BENGKULU SELATAN;1701;C;Industri Pengolahan;10;Industri Makanan
491;PR Agung Putro Wijoyo;10794;-3,4719617;102,5388115;JL. STADION SELATAN NO. 15, Batu Galing, Curup Tengah, Kabupaten Rejang Lebong, Bengkulu;BENGKULU;17;KABUPATEN REJANG LEBONG;1702;C;Industri Pengolahan;10;Industri Makanan
492;PR Arie Tri Septiningsih;10794;-3,3808214;102,1488638;Padang Jaya, Padang Jaya, Padang Jaya, Kabupaten Bengkulu Utara, Bengkulu;BENGKULU;17;KABUPATEN BENGKULU UTARA;1703;C;Industri Pengolahan;10;Industri Makanan
493;PR Asnawati;10794;-4,8593528;103,4380485;Desa Way Hawang, Kecamatan Maje, Kabupaten Kaur, Bengkulu, Way Hawang, Maje, Kabupaten Kaur, Bengkulu;BENGKULU;17;KABUPATEN KAUR;1704;C;Industri Pengolahan;10;Industri Makanan
494;PR Ahyena Ruzam Dani;10794;-2,540748;101,1051259;Jln. Nibung Indah Kelurahan Bandar Ratu Kecaamatan Kota Mukomuko Kabupaten Mukomuko, Bandar Ratu, Kota Mukomuko, Kabupaten Mukomuko, Bengkulu;BENGKULU;17;KABUPATEN MUKOMUKO;1706;C;Industri Pengolahan;10;Industri Makanan
495;PR Anita Lestari;10794;-3,6897238;102,5011247;Desa BAJAK 1, Bajak I, Taba Penanjung, Kabupaten Bengkulu Tengah, Bengkulu;BENGKULU;17;KABUPATEN BENGKULU TENGAH;1709;C;Industri Pengolahan;10;Industri Makanan
496;UD Amanatus Shodiqoh;10794;-5,3627592;104,966631;Pringsewu, Pringsewu  Selatan, Pringsewu, Kabupaten Pringsewu, Lampung;LAMPUNG;18;KABUPATEN PRINGSEWU;1810;C;Industri Pengolahan;10;Industri Makanan
497;PR Ampiang Yuk Erin;10794;-1,8363711;106,0977381;Link. Jelutung rt 03, Sinar Jaya Jelutung, Sungailiat, Kabupaten Bangka, Kepulauan Bangka Belitung;BANGKA BELITUNG;19;KABUPATEN BANGKA;1901;C;Industri Pengolahan;10;Industri Makanan
498;PR Ages Kempelang;10794;-2,0610265;105,1791498;Kampung Sungai Baru Rt 003 Rw 001, Sungai Baru, Muntok, Kabupaten Bangka Barat, Kepulauan Bangka Belitung;BANGKA BELITUNG;19;KABUPATEN BANGKA BARAT;1903;C;Industri Pengolahan;10;Industri Makanan
499;PR Alkautsar;10794;-2,0444101;105,173472;Kp. Senang Hati rt 01 rw 02, Sungai Daeng, Muntok, Kabupaten Bangka Barat, Kepulauan Bangka Belitung;BANGKA BELITUNG;19;KABUPATEN BANGKA BARAT;1903;C;Industri Pengolahan;10;Industri Makanan
500;PR Aminah;10794;-2,0444101;105,173472;Jln.Jend Sudirman Pal 2 Kp.Senang Hati, Sungai Daeng, Muntok, Kabupaten Bangka Barat, Kepulauan Bangka Belitung;BANGKA BELITUNG;19;KABUPATEN BANGKA BARAT;1903;C;Industri Pengolahan;10;Industri Makanan
501;PR Aneka Kempelang Puspa;10794;-2,0468095;105,1550443;Kp. Menjelang Baru, Tanjung, Muntok, Kabupaten Bangka Barat, Kepulauan Bangka Belitung;BANGKA BELITUNG;19;KABUPATEN BANGKA BARAT;1903;C;Industri Pengolahan;10;Industri Makanan
502;PR ANDREAS MAULANA;10794;-2,3364149;106,2257384;Jalan Baru Rt 007, Kurau Barat, Koba, Kabupaten Bangka Tengah, Kepulauan Bangka Belitung;BANGKA BELITUNG;19;KABUPATEN BANGKA TENGAH;1904;C;Industri Pengolahan;10;Industri Makanan
503;PR Afani Nisarahma;10794;-2,8620709;108,274824;Dusun Kabung Jaya, Mekar Jaya, Manggar, Kabupaten Belitung Timur, Kepulauan Bangka Belitung;BANGKA BELITUNG;19;KABUPATEN BELITUNG TIMUR;1906;C;Industri Pengolahan;10;Industri Makanan
504;PR Alfiah;10794;-2,8630391;108,2881709;DSN ARAB II, Kurnia Jaya, Manggar, Kabupaten Belitung Timur, Kepulauan Bangka Belitung;BANGKA BELITUNG;19;KABUPATEN BELITUNG TIMUR;1906;C;Industri Pengolahan;10;Industri Makanan
505;PR Aminah;10794;-2,8534379;108,2941031;Dusun Baru Selatan RT 17 RW 08, Desa/Kelurahan Baru, Kec. Manggar, Kab. Belitung Timur, Provinsi Kepulauan Bangka Belitung, Baru, Manggar, Kabupaten Belitung Timur, Kepulauan Bangka Belitung;BANGKA BELITUNG;19;KABUPATEN BELITUNG TIMUR;1906;C;Industri Pengolahan;10;Industri Makanan
506;PR Aa Hfn;10794;-2,1467875;106,1665529;jl. air itam kp. samak sampur no.41, RT.03/RW.01, Sinar Bulan, Bukitintan, Kota Pangkal Pinang, Kepulauan Bangka Belitung;BANGKA BELITUNG;19;KOTA PANGKAL PINANG;1971;C;Industri Pengolahan;10;Industri Makanan
507;PR Abdul Malik;10794;-2,1068193;106,1288809;Jl. KAKAP 1, Ampui, Pangkal Balam, Kota Pangkal Pinang, Kepulauan Bangka Belitung;BANGKA BELITUNG;19;KOTA PANGKAL PINANG;1971;C;Industri Pengolahan;10;Industri Makanan
508;PR Aisyah;10794;-2,1299127;106,1065658;Jl. Ahmad Yani Gg. Sahabat, Kejaksaan, Taman Sari, Kota Pangkal Pinang, Kepulauan Bangka Belitung;BANGKA BELITUNG;19;KOTA PANGKAL PINANG;1971;C;Industri Pengolahan;10;Industri Makanan
509;PR Aisyah;10794;-2,1143479;106,0823622;Jl. Kampung melayu Perumahan Grand Gandaria, Air Kepala Tujuh, Gerunggang, Kota Pangkal Pinang, Kepulauan Bangka Belitung;BANGKA BELITUNG;19;KOTA PANGKAL PINANG;1971;C;Industri Pengolahan;10;Industri Makanan
510;PR Alfian;10794;0,8939517;104,5840706;PERUMAHAN GRIYA INDO KENCANA, Sungai Lekop, Bintan Timur, Kabupaten Bintan, Kepulauan Riau;KEPULAUAN RIAU;21;KABUPATEN BINTAN;2102;C;Industri Pengolahan;10;Industri Makanan
511;PR Adelio;10794;3,940907;108,377502;Jln dkw.mohd benteng no 135, Ranai Kota, Bunguran  Timur, Kabupaten Natuna, Kepulauan Riau;KEPULAUAN RIAU;21;KABUPATEN NATUNA;2103;C;Industri Pengolahan;10;Industri Makanan
512;PR Acep Syuyatna;10794;0,9045131;104,5072722;KP BANGUN SARI RT 001 RW 010, Desa/Kelurahan Batu IX, Kec. Tanjung Pinang Timur, Kota Tanjung Pinang, Provinsi Kepulauan Riau, Batu IX, Tanjung Pinang Timur, Kota Tanjung Pinang, Kepulauan Riau;KEPULAUAN RIAU;21;KOTA TANJUNG PINANG;2172;C;Industri Pengolahan;10;Industri Makanan
513;PR Agustiar;10794;0,6552123;101,1504111;GANDING SARI . Jl. Kota Piring Gg. Putri Riau VI No. 1, Melayu Kota Piring, Tanjung Pinang Timur, Kota Tanjung Pinang, Kepulauan Riau;KEPULAUAN RIAU;21;KOTA TANJUNG PINANG;2172;C;Industri Pengolahan;10;Industri Makanan
514;PR Abimas Food;10794;-6,3414009;106,8658673;Jl Sawi Rawa Indah RT005 RW001No.26, Pekayon, Pasar Rebo, Kota Jakarta Timur, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA TIMUR;3172;C;Industri Pengolahan;10;Industri Makanan
515;PR Agung Danang Irawan;10794;-7,9508624;110,3733306;Gondosuli rt 03 sriharjo imogiri bantul, Sriharjo, Imogiri, Kabupaten Bantul, DI Yogyakarta;DAERAH ISTIMEWA YOGYAKARTA;34;KABUPATEN BANTUL;3402;C;Industri Pengolahan;10;Industri Makanan
516;PR Aal Laila;10794;-7,7153672;110,3465204;Pangukan, No 41, RT 01 / RW 09, Tridadi, Sleman, Kabupaten Sleman, DI Yogyakarta;DAERAH ISTIMEWA YOGYAKARTA;34;KABUPATEN SLEMAN;3404;C;Industri Pengolahan;10;Industri Makanan
517;PR  ZAMZAMI;10794;-7,0716306;113,1650014;DSN. BICABBIH, Samaran, Tambelangan, Kabupaten Sampang, Jawa Timur;JAWA TIMUR;35;KABUPATEN SAMPANG;3527;C;Industri Pengolahan;10;Industri Makanan
518;BUT 5v;10794;-7,4615466;112,4584663;Jl. Empu Gandring No 51, Kedundung, Magersari, Kota Mojokerto, Jawa Timur;JAWA TIMUR;35;KOTA MOJOKERTO;3576;C;Industri Pengolahan;10;Industri Makanan
519;PR Anak Agung Anom Sasih;10794;-8,5539345;115,4072413;Banjar Puri Dusun Pegatepan, Gelgel, Klungkung, Kabupaten Klungkung, Bali;BALI;51;KABUPATEN KLUNGKUNG;5105;C;Industri Pengolahan;10;Industri Makanan
520;PR Ajeng Suryani;10794;-8,7445065;116,8336059;Lingk. Muhajirin, Bugis, Taliwang, Kabupaten Sumbawa Barat, Nusa Tenggara Barat;NUSA TENGGARA BARAT;52;KABUPATEN SUMBAWA BARAT;5207;C;Industri Pengolahan;10;Industri Makanan
521;PR Ahmad Suwirya;10794;-8,3343542;116,2009284;Dusun Gondang Timur, Gondang, Gangga, Kabupaten Lombok Utara, Nusa Tenggara Barat;NUSA TENGGARA BARAT;52;KABUPATEN LOMBOK UTARA;5208;C;Industri Pengolahan;10;Industri Makanan
522;PR Ahmad;10794;-8,472533;118,7408926;Jalan Gatot Subroto No. 43 Kelurahan Mande, Mande, Mpunda, Kota Bima, Nusa Tenggara Barat;NUSA TENGGARA BARAT;52;KOTA BIMA;5272;C;Industri Pengolahan;10;Industri Makanan
